hashtags/0,hashtags/1,hashtags/2,hashtags/3,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,mentions/1,urls/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,urls/2,mentions/2,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8
,,,,,-1135157248,"Behind-the-back, palla sotto le gambe del blocco, attacco al canestro vs2, e per finire tiro in sospensione. Ditemi… https://t.co/CqaX8uARjO",Paolo Marrocco,https://pbs.twimg.com/profile_images/882929349292417024/t_iE1_2R_normal.jpg,204,PaoloMarrocco,"Studente universitario. Ho alcuni dogmi a cui ruota intorno la mia vita: Sport, libri, techno,serie tv, viaggi e tutto ciò che è fuori dall'ordinario",Mon Nov 21 16:04:36 +0000 2011,417978927,901,0,https://twitter.com/i/web/status/969512269490085888,,,,,,,,,,,,,,,,
DefendTheLand,NBAFinals,,,Cleveland Cavaliers,659984389,"RT @cavs: Win or lose, we'll always #DefendTheLand.

#NBAFinals BOX: https://t.co/gagr9ZdM1o https://t.co/Q39zyosd9c",KevCurry,https://pbs.twimg.com/profile_images/957508597264670720/ehT-96D6_normal.jpg,562,vKingKev,,Sun Sep 13 00:45:02 +0000 2015,-658239779,506,0,http://on.nba.com/2suIEBC,,,,,,,,,,,,,,,,
DEFENDTHELAND,,,,Noel Kampton,1289076736,RT @noel_kampton09: #DEFENDTHELAND https://t.co/ZRsg3geVAW,pattyy09💝🔑,https://pbs.twimg.com/profile_images/950345311901200385/vzS4dlwa_normal.jpg,138,Trisha_Alvendia,#9 /addicted to volleyball,Wed Mar 30 11:17:12 +0000 2016,-1051435008,392,0,,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,794267648,#CavsNation #DefendtheLand #GoCavs #Cavs Cleveland Cavaliers Sidelines Room Comforter and Sheet Set Size Twin - $14… https://t.co/BaXGSorFTe,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969463871433052160,,,,,,,,,,,,,,,,
DefendTheLand,NBAFinals,,,Cleveland Cavaliers,-48836608,"RT @cavs: Win or lose, we'll always #DefendTheLand.

#NBAFinals BOX: https://t.co/gagr9ZdM1o https://t.co/Q39zyosd9c",Leds 51-14 #StephSZN,https://pbs.twimg.com/profile_images/967701097690386433/z9QhL8S1_normal.jpg,510,ItsLeds,"i play video games and watch sports. KD got a 💍🙌🏻. no Steph,KD,CR7,Judge and Odell slander allowed 🙅🏻‍♂️",Tue Dec 10 17:43:58 +0000 2013,-2055430226,306,0,http://on.nba.com/2suIEBC,,,,,,,,,,,,,,,,
Bolts,TBLvsDAL,,,,857055232,#Bolts hold on to bring home two points in Dallas from a fourth consecutive OT. #TBLvsDAL  https://t.co/GIFngPAIDt… https://t.co/cDvC5RI5Vh,Lucky Jersys,https://pbs.twimg.com/profile_images/921638336845922304/ffzHFP5y_normal.jpg,42,Lucky_Jerseys,Cheap NHL/NFL/MLB/NBA Jerseys,Fri Nov 06 11:09:13 +0000 2015,-149597582,361,0,https://goo.gl/zJrguS,,https://twitter.com/i/web/status/969451832702509056,,,,,,,,,,,,,,
DefendTheLand,NBAFinals,,,Cleveland Cavaliers,-1692954624,"RT @cavs: Win or lose, we'll always #DefendTheLand.

#NBAFinals BOX: https://t.co/gagr9ZdM1o https://t.co/Q39zyosd9c",Basl,https://pbs.twimg.com/profile_images/971347561461272577/-rldxjOD_normal.jpg,2973,Basl_GSW,#GoPackGo |#Sc30 |#DubNation |#COYG |,Wed Jan 22 22:10:39 +0000 2014,-1996817483,474,0,http://on.nba.com/2suIEBC,,,,,,,,,,,,,,,,
defendtheland,,,,Jordan Clarkson,1943289858,@JordanClarksons I like seeing that ! Don’t let him dunk that shit 💯💯 #defendtheland,Jax-Lance Scholes,https://pbs.twimg.com/profile_images/900592045764431872/gVOuym5L_normal.jpg,7,jax_scholes,,Thu Aug 17 10:52:06 +0000 2017,-1634414591,93,-0.25,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-111882239,Cavs suspend JR Smith for game vs. 76ers - ESPN https://t.co/KBCD3A4O3z #DefendTheLand https://t.co/RQujRivh0W,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.125,http://dlvr.it/QJPPST,,,,,,,,,,,,,,,,
LeBron,CavsNation,DefendTheLand,,,1070989312,#LeBron #CavsNation #DefendTheLand NWT LeBron James 100% Authentic Black Cleveland Cavaliers adidas 15-16 Jersey XL… https://t.co/Eys91ydQiu,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969429739604672512,,,,,,,,,,,,,,,,
LeBron,CavsNation,DefendTheLand,,,664186880,#LeBron #CavsNation #DefendTheLand NWT LeBron James 100% Authentic Black Cleveland Cavaliers adidas 15-16 Jersey Lg… https://t.co/MVq67NfpQZ,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/969429739197870080,,,,,,,,,,,,,,,,
POLL,CavsSixers,HereTheyCome,,,-510341120,"#POLL: 

Was Clarkson’s reaction to Saric’s dunk at end of the #CavsSixers game justifiable? ⛹🏾‍♂️👀🏀

#HereTheyCome… https://t.co/DD8bzWJboc",The Raptor Star,https://pbs.twimg.com/profile_images/969764841664659457/77O-MtzT_normal.jpg,38,theraptorstar,Marketing Student | Blogger | Long-time fan of the Toronto Raptors 🏀⛹🏾‍♂️,Mon Feb 19 22:59:19 +0000 2018,-862650368,164,0,https://twitter.com/i/web/status/969428844670144512,,,,,,,,,,,,,,,,
,,,,,-1248342016,"When you finish a full day of school, 2 hrs. of after school intervention class, and interim night pick up and get… https://t.co/xVwOXIrbR1",Zach Geiser,https://pbs.twimg.com/profile_images/802975154804551680/gEFzCaWj_normal.jpg,303,zgeiser24,Husband. Father. Teacher. Cleveland and Ohio State Fan. Writer for Burning River Basketball and The Ohioan.,Thu Nov 24 12:06:39 +0000 2016,-1864990720,328,0,https://twitter.com/i/web/status/969428315651166208,,,,,,,,,,,,,,,,
RoadtotheBigHouse,defendtheland,championshipstateofmind,,Titan 23 Athletics,5672960,RT @TitanUp_RHS: We are now 24 hours away from tip-off!! Is your white ready?!! #RoadtotheBigHouse #defendtheland #championshipstateofmind…,Young Robin,https://pbs.twimg.com/profile_images/920335270129659904/DqJAtHPf_normal.jpg,40,robinyoung007,Down to earth.....goofy/loves a good laugh,Mon Jun 29 04:44:56 +0000 2009,51962071,156,0,,,,,,,,,,,,,,,,,
DefendTheLand,keepgrinding,,,Jordan Clarkson,2132148224,@JordanClarksons We got your back brother. Aint no one disrepect us at home like that. You got class #DefendTheLand #keepgrinding,Cad Bane,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,0,ZoomBane,,Thu Apr 06 15:14:09 +0000 2017,-1130926076,12,-0.375,,,,,,,,,,,,,,,,,
,,,,LeBron James,-984133630,"That was incredibly &amp; amazingly dope @KingJames ! 👑👊🏻
I hope the @cavs clench the Eastern Conference!… https://t.co/ak5cyfv65M",Priyadarshan,https://pbs.twimg.com/profile_images/884143166357729280/dSzo4vtJ_normal.jpg,123,Priyadarshan93,Football | Cricket | Basketball | Badminton | Cars | Consumer Tech | Novels | Movies | LFC | Cavs | KKR | Follow me on Instagram at halfbledprince,Mon Jul 22 18:49:01 +0000 2013,1613436704,321,0.75,https://twitter.com/i/web/status/969421809039921154,Cleveland Cavaliers,,,,,,,,,,,,,,,
DefendtheLand,76ers,Cavaliers,SixersTalk,Philadelphia 76ers,-1705517055,"@sixers at #DefendtheLand - how'd they do?
Final #76ers 108 - #Cavaliers 97
#SixersTalk #HereTheyCome improve to 33… https://t.co/OCmmxSKMX2",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969419982957436929,,,HereTheyCome,,,,,,,,,,,,,
DefendTheLand,JoelEmbiid,,,Philadelphia 76ers,-279474174,"@sixers at #DefendTheLand - how'd they do?
#JoelEmbiid
34:02
FG 7-18 (38%)
FT 3-8 (57%)
Rb 14
Ast 6
Stl 1
2 turnove… https://t.co/EmIKeYJslC",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969419653670998018,,,,,,,,,,,,,,,,
DefendTheLand,DarioSaric,,,Philadelphia 76ers,1297604608,"@sixers at #DefendTheLand - how'd they do?
#DarioSaric
29:36
FG 5-13 (38%)
FT 4-4
Rb 9
No Ast
1 turnover
+18
16 pts… https://t.co/i5OTBchQbh",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969419195686576128,,,,,,,,,,,,,,,,
DefendTheLand,BenSimmons,,,Philadelphia 76ers,-510205951,"@sixers at #DefendTheLand - how'd they do?
#BenSimmons
31:49
FG 8-14 (57%)
FT 2-2
Rb 9
Ast 8
Stl 2
Blk 1
2 turnover… https://t.co/eS6HeZZ9il",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969418781561905153,,,,,,,,,,,,,,,,
DefendTheLand,TimotheLuwawuCabarrot,SixersTalk,HereTheyCome,Philadelphia 76ers,1448599552,"@sixers at #DefendTheLand - how'd they do?
#TimotheLuwawuCabarrot
Did Not Play
#SixersTalk #HereTheyCome",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,,,,,,,,,,,,,,,,,
DefendTheLand,TJMcConnell,,,Philadelphia 76ers,345427973,"@sixers at #DefendTheLand - how'd they do?
#TJMcConnell
19:19
FG 1-4 (25%)
No FTA
No Rb
3 Ast
Stl 1
No turnovers
EV… https://t.co/A9iEUQYk3O",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969418215481856005,,,,,,,,,,,,,,,,
DefendtheLand,LeBronJames,,,Philadelphia 76ers,374771714,"@sixers at #DefendtheLand - how'd they do? for The Cavs
#LeBronJames
39:01
FG 12-24 (50%)
FT 4-6 (67%)
Rb 9
Ast 8
S… https://t.co/oPOOSTMv7i",Turtle,https://pbs.twimg.com/profile_images/1669142228/margarine_normal.jpg,257,Margerine2000,"fulltime Insane asylum escapee, coachman part time, tour guide as a hobby, Hologram Nation board member, Space-Motion is the Place dot com",Fri Dec 02 05:34:24 +0000 2011,426390398,483,0,https://twitter.com/i/web/status/969417781719502850,,,,,,,,,,,,,,,,
DefendTheLand,,,,,739741696,Beat the Traffic! #DefendTheLand,D. Burns 💫,https://pbs.twimg.com/profile_images/962442695418564608/2Jm-bsE7_normal.jpg,305,dariuswork,Find God Learn How to Except  Yourself #WHODAT #LakeShow #selu🦁,Mon Oct 01 13:15:47 +0000 2012,856348854,255,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1009504251,Watching live of Philadelphia &amp; Cavaliers.  #DefendTheLand,Chaz,https://pbs.twimg.com/profile_images/971707585937031168/lCjFpeX8_normal.jpg,219,superzakiroo,"Physically strong, mentally tired 😴",Sat Mar 09 13:13:27 +0000 2013,1254331284,288,0.25,,,,,,,,,,,,,,,,,
,,,,JR Smith,978837512,Can someone please spill the beans in what @TheRealJRSmith did at practice? Like I will trade a @KyleKorver bobble… https://t.co/IzP9DhP3W7,April Allison,https://pbs.twimg.com/profile_images/964526423997403136/KgTscBO9_normal.jpg,67,AprilLAllison,"Mother of 3, wife of Matthew. I finally woke up and began enjoying this life.",Thu Jul 19 15:12:20 +0000 2012,705241351,231,0,https://twitter.com/i/web/status/969412482333925384,Kyle Korver,,,,,,,,,,,,,,,
DefendTheLand,,,,,-699006976,"In honor of 3-1 day, I had to thumb through this bad boy a couple of times #DefendTheLand https://t.co/xTdMbH893W",Eric Lada,https://pbs.twimg.com/profile_images/965004185883369473/-08W-WNl_normal.jpg,180,ericlada,"This pain is not your curse, this pain is your privilege #GoBucks #Believeland",Thu Mar 03 04:42:02 +0000 2011,260079723,335,-0.375,,,,,,,,,,,,,,,,,
AllForOne,DefendTheLand,,,Cleveland Cavaliers,1616367616,"C’mon @cavs, you got this! #AllForOne #DefendTheLand https://t.co/KatqS6T1nE",April Allison,https://pbs.twimg.com/profile_images/964526423997403136/KgTscBO9_normal.jpg,67,AprilLAllison,"Mother of 3, wife of Matthew. I finally woke up and began enjoying this life.",Thu Jul 19 15:12:20 +0000 2012,705241351,231,0,,,,,,,,,,,,,,,,,
CavsSixers,DefendTheLand,,,,-1462333440,Anyone else gonna step up tonight on offense everyone besides LeBron James is in single digits. #CavsSixers #DefendTheLand,Andrew Spicer,https://pbs.twimg.com/profile_images/958501853280563200/jk_vtBbn_normal.jpg,392,Andrew747x,"Never stop chasing dreams, big or small go for the gold!",Fri Dec 20 01:14:10 +0000 2013,-2040685730,3577,0,,,,,,,,,,,,,,,,,
DefendTheLand,TrustTheProcess,,,,-15212542,"Tristan Thompson out there setting fruity picks.
#DefendTheLand #TrustTheProcess",Blessing Grant,https://pbs.twimg.com/profile_images/969064029128929280/u5fdcw4v_normal.jpg,589,BlessingGrant,"Simple guy into simple things like the stock market, traveling, blogging, and concert production for Intelligent Grind [@IGPromos]",Mon Mar 26 21:58:06 +0000 2012,537595813,359,-0.25,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,420909056,Amphibious? #DefendTheLand,Jim P,https://pbs.twimg.com/profile_images/796479776269750277/aZdFxPHu_normal.jpg,180,Jimmy_P_216,"Cleveland Sports fanatic, Buckeye Nation member, comedy enthusiast, current events connoisseur, and Apple products user.",Sun May 17 07:19:16 +0000 2009,40623983,471,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,1633148928,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Justin Weese,https://pbs.twimg.com/profile_images/491079088782577664/sf9NnqtO_normal.jpeg,279,JustinWeese,ACD/Art Director based in Pennsylvania.,Wed Jul 29 19:21:44 +0000 2009,61272863,622,0,,,,,,,,,,,,,,,,,
,,,,,-1688825856,Watching this Cleveland game knowing damn good and well my baby ain’t on the team no more. Now I feel like I’m chea… https://t.co/WCa8yvgkYv,Chanté,https://pbs.twimg.com/profile_images/958693616045699073/3rvCi9aR_normal.jpg,461,CharlieBartl3tt,Mommy ♥️ Luvaa,Wed Mar 18 18:32:25 +0000 2015,-1199831981,1483,-0.25,https://twitter.com/i/web/status/969395153768189952,,,,,,,,,,,,,,,,
DefendtheLand,Believeland,,,Larry Nance Jr,584572933,"I think we have our new ""Andy"" in @Larrydn22.
Hustle, determination &amp; high energy.
#DefendtheLand #Believeland",Lut Gazoo,https://pbs.twimg.com/profile_images/664609468240523264/tqKdI6Mg_normal.jpg,211,LutGazoo,"Sometimes you are the Statue, Sometimes you are the Pigeon                                 Be yourself, everyone else is taken!  #Believeland    #TheLand",Sun Feb 02 23:55:59 +0000 2014,-1970452406,448,-0.125,,,,,,,,,,,,,,,,,
DefendTheLand,,,,Jasen Sokol,-208150528,RT @JasenSokol: Happy 3-1 Day! #DefendTheLand https://t.co/1szbjtldn7 https://t.co/NTRI9UEqfN,Neil Stein,https://pbs.twimg.com/profile_images/957248324834295808/ilOH7qm2_normal.jpg,258,NeilGStein,"Husband, Dad, coach, HUGE Cleveland sports fan, Lake County Captains General Manager, NFL Draft junkie, homebrewer",Fri Apr 24 14:35:49 +0000 2009,34939983,366,0,http://ift.tt/2CTkjGM,,,,,,,,,,,,,,,,
CavsSixers,DefendTheLand,,,Larry Nance Jr,177696769,#CavsSixers Fourth Nance in the second Korver!!! @Larrydn22 @KyleKorver #DefendTheLand,•°☆°•J@n€ll•°☆°•🇵🇷,https://pbs.twimg.com/profile_images/929508453449691137/lr6v2KzQ_normal.jpg,120,JanellPR,Thank god I'm an atheist! Proud GEEK and Sarcasm is just one more service I offer. Yeah like I need your support.,Thu Feb 19 21:19:11 +0000 2009,21340178,361,0.5,,Kyle Korver,,,,,,,,,,,,,,,
DEFENDTHELAND,,,,Noel Kampton,-824889344,RT @noel_kampton09: #DEFENDTHELAND https://t.co/ZRsg3geVAW,BENEDICT😇,https://pbs.twimg.com/profile_images/971214599868399616/7ca9B_0v_normal.jpg,45,AureClarence,"Love god💙


4teen😉



accept it😐",Thu Feb 15 12:47:41 +0000 2018,-1810513918,50,0,,,,,,,,,,,,,,,,,
Professional,humble,ClevelandCavaliers,DefendTheLand,,-1428697088,Shout out Jose Calderon one time! #Professional #humble #ClevelandCavaliers #DefendTheLand,G.T ⚡️🇬🇾,https://pbs.twimg.com/profile_images/3733259160/adcdd21cd37c23ce784abf0f5f12f278_normal.jpeg,316,kingraj6,#TeamLeo 🦁♌️ #TeamLebron 👑2️⃣3️⃣,Wed May 11 21:25:35 +0000 2011,297060451,349,0,,,,,,,,,,,,,,,,,
Cavs,,,,,1725394944,Time out! Was that a behind the back &amp; through Double T's legs for the assist? Why yes it was.  #Cavs… https://t.co/Am8DYV5rf4,Joey O.,https://pbs.twimg.com/profile_images/958162923750412288/BeDz9q8E_normal.jpg,53,JoeyO24,Keep Hue -- Hire an OC -- Draft Playmakers -- Give Kizer time to Develop = Win Games,Sat Apr 18 17:52:43 +0000 2009,32956740,378,0.375,https://twitter.com/i/web/status/969385746909065216,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-69775359,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Annie Robinson,https://pbs.twimg.com/profile_images/569253497606905856/ndLNI2P8_normal.jpeg,376,annierob_7,|,Fri Jul 08 01:34:50 +0000 2011,331350005,446,0,,,,,,,,,,,,,,,,,
TheLandOfTheKing,DefendTheLand,,,Marcus Thomas,-203993088,RT @MarcusThomasCle: Not in our house. #TheLandOfTheKing #DefendTheLand https://t.co/cyciQqtZCv,Stephanie Burris,https://pbs.twimg.com/profile_images/2163421860/bike_normal.jpg,435,stephthetwit,Little-known writer and well-known village idiot.,Thu Mar 12 15:11:50 +0000 2009,23964461,571,0,,,,,,,,,,,,,,,,,
DEFENDTHELAND,,,,,1666555904,#DEFENDTHELAND https://t.co/ZRsg3geVAW,Noel Kampton,https://pbs.twimg.com/profile_images/971369481921441792/URI-P5Ud_normal.jpg,797,noel_kampton09,For Inquiries : Email talents@virtualplayground.com.ph or my manager : Mark Salamat - 09178738005,Wed Jan 03 16:50:39 +0000 2018,1062576128,110,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1936281600,Happy 3-1 Day! #DefendTheLand https://t.co/1szbjtldn7 https://t.co/NTRI9UEqfN,Jasen Sokol,https://pbs.twimg.com/profile_images/378800000705000970/ac56c6918db511f7e00e1e91362dad38_normal.jpeg,1690,JasenSokol,"The Jasen Sokol Show, M-F 10a-2p on @1590WAKR. PA Announcer, @monstershockey & @LCCaptains. Opinions my own. RTs not endorsements. #FlashesForever #YJ4L #TSFS",Wed Jul 22 03:10:23 +0000 2009,59017015,2136,0,http://ift.tt/2CTkjGM,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-187301886,"Cavs should start Hood over Smith.
#DefendTheLand",Blessing Grant,https://pbs.twimg.com/profile_images/969064029128929280/u5fdcw4v_normal.jpg,589,BlessingGrant,"Simple guy into simple things like the stock market, traveling, blogging, and concert production for Intelligent Grind [@IGPromos]",Mon Mar 26 21:58:06 +0000 2012,537595813,359,-0.25,,,,,,,,,,,,,,,,,
KorverBobbleheadNight,Cavaliers,DefendTheLand,,Eugene,-99119104,Thursday Cavs game at the Q! #KorverBobbleheadNight  #Cavaliers #DefendTheLand w/ @Flyboy_57 https://t.co/OMDhyBGs0W,Ray Camma,https://pbs.twimg.com/profile_images/963096349121097728/8hhpNGl4_normal.jpg,159,Raymo52,"Like Kenny Sings, Live a Little, Love a Lot John Carroll University '15",Wed Aug 21 03:00:41 +0000 2013,1687297429,621,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,Tony Rizzo,-2041126911,RT @TheRealTRizzo: JR Smith suspended for a game? SMH.  #DefendTheLand,Marie,https://pbs.twimg.com/profile_images/795437216738738176/yY0wCtT-_normal.jpg,66,maries7912,"Born & Raised in NE Ohio. Loyal Cleveland sports fan, but enthusiast of all sports!",Mon Aug 06 03:49:45 +0000 2012,739789891,114,0,,,,,,,,,,,,,,,,,
defendtheland,,,,,-1252601856,#defendtheland https://t.co/XPGSC3PzCl,Gabe,https://pbs.twimg.com/profile_images/892166999924768768/Y89E6cPZ_normal.jpg,280,GabeKostrna,HIT ME A DAB!!!,Tue Oct 18 20:02:34 +0000 2016,290881537,987,0,https://www.instagram.com/p/BfzVfXkh9L1/,,,,,,,,,,,,,,,,
GoCavs,DefendTheLand,,,,605478914,#GoCavs #DefendTheLand,L'K,https://pbs.twimg.com/profile_images/971486650336505857/bPTZF4-A_normal.jpg,667,LuCasBiliene,futuro da favela @ECTigres #OP https://t.co/bHVE6ovdIX,Tue Sep 27 01:10:00 +0000 2016,-145416192,379,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,366448640,#DefendTheLand,Iman,https://pbs.twimg.com/profile_images/958326692409421824/86q_8Spk_normal.jpg,352,Litchaaa,A toi d'agir et aux gens d'en parler . 🇬🇭🇬🇳,Sat Apr 13 23:56:54 +0000 2013,1350532418,167,0,,,,,,,,,,,,,,,,,
cavs,DefendTheLand,,,QTV,2098688001,@TweetQTV #cavs #DefendTheLand ❤️ https://t.co/nzxX0K0x49,✌,https://pbs.twimg.com/profile_images/643642450779729920/9VXnvFFs_normal.jpg,821,S_CATCHEM,Living in this cold world where niggas shun virgins & praise hoes,Wed Mar 23 19:51:09 +0000 2011,271063295,732,0,,,,,,,,,,,,,,,,,
